time,Open,High,Low,Close,Rejection
2008-03-08 01:00:00,1.53507,1.56878,1.5283,1.56737,
2008-03-15 00:00:00,1.56702,1.5905,1.53968,1.54339,
2008-03-22 00:00:00,1.54395,1.58594,1.53415,1.57946,
2008-03-29 00:00:00,1.5793,1.5897,1.55108,1.57375,
2008-04-05 00:00:00,1.57357,1.59132,1.56276,1.58073,
2008-04-12 00:00:00,1.58055,1.59844,1.56545,1.58172,
2008-04-19 00:00:00,1.58174,1.60194,1.55556,1.56302,
2008-04-26 00:00:00,1.5627,1.56932,1.53608,1.5424,
2008-05-03 00:00:00,1.54175,1.55942,1.52852,1.54829,
2008-05-10 00:00:00,1.54859,1.56011,1.53658,1.55767,
2008-05-17 00:00:00,1.5583,1.58136,1.5486,1.57621,
2008-05-24 00:00:00,1.57614,1.5818,1.54622,1.55539,
2008-05-31 00:00:00,1.55555,1.57781,1.53654,1.57777,
2008-06-07 00:00:00,1.57802,1.58432,1.53038,1.53807,
2008-06-14 00:00:00,1.53865,1.56512,1.5346,1.56069,
2008-06-21 00:00:00,1.56078,1.57943,1.54688,1.57943,
2008-06-28 00:00:00,1.57896,1.59096,1.56555,1.57094,
2008-07-05 00:00:00,1.57027,1.59474,1.56116,1.59374,
2008-07-12 00:00:00,1.59423,1.60388,1.5784,1.58477,
2008-07-19 00:00:00,1.58422,1.59452,1.56288,1.57095,
2008-07-26 00:00:00,1.5703,1.57682,1.55148,1.55639,
2008-08-02 00:00:00,1.55611,1.56312,1.49978,1.50052,
2008-08-09 00:00:00,1.50102,1.5084,1.46592,1.46857,
2008-08-16 00:00:00,1.46826,1.49084,1.46304,1.47931,
2008-08-23 00:00:00,1.4783,1.48114,1.45718,1.46735,
2008-08-30 00:00:00,1.46955,1.4723,1.41962,1.4268,
2008-09-06 00:00:00,1.42717,1.44295,1.38829,1.42285,
2008-09-13 00:00:00,1.42635,1.45417,1.4072,1.44662,
2008-09-20 00:00:00,1.44735,1.48662,1.4437,1.46121,
2008-09-27 00:00:00,1.46077,1.46355,1.3702,1.37745,
2008-10-04 00:00:00,1.37745,1.37852,1.32581,1.33998,
2008-10-11 00:00:00,1.34163,1.37696,1.33454,1.34108,
2008-10-18 00:00:00,1.34108,1.35301,1.2497,1.26235,
2008-10-25 00:00:00,1.26162,1.32982,1.23298,1.27238,
2008-11-01 00:00:00,1.27242,1.31165,1.25275,1.2716,
2008-11-08 01:00:00,1.2719,1.2927,1.23888,1.26047,
2008-11-15 01:00:00,1.25951,1.28146,1.24217,1.25873,
2008-11-22 01:00:00,1.25873,1.30818,1.25684,1.26909,
2008-11-29 01:00:00,1.26909,1.28488,1.25494,1.27162,
2008-12-06 01:00:00,1.27188,1.34152,1.27155,1.33674,
2008-12-13 01:00:00,1.33674,1.47204,1.3353,1.39128,
2008-12-20 01:00:00,1.39108,1.41248,1.39016,1.40299,
2008-12-27 01:00:00,1.40359,1.43636,1.38398,1.39211,
2009-01-03 01:00:00,1.39181,1.3963,1.33119,1.34758,
2009-01-10 01:00:00,1.34755,1.3487,1.30262,1.32667,
2009-01-17 01:00:00,1.32719,1.33865,1.27666,1.29879,
2009-01-24 01:00:00,1.29718,1.33305,1.27633,1.28127,
2009-01-31 01:00:00,1.28105,1.30698,1.2704,1.29401,
2009-02-07 01:00:00,1.29425,1.3094,1.27214,1.28623,
2009-02-14 01:00:00,1.28548,1.2884,1.25134,1.28264,
2009-02-21 01:00:00,1.28225,1.2992,1.26047,1.26686,
2009-02-28 01:00:00,1.26716,1.27544,1.24562,1.26544,
2009-03-07 01:00:00,1.26568,1.29576,1.25562,1.29294,
2009-03-14 00:00:00,1.29304,1.3739,1.2837,1.35816,
2009-03-21 00:00:00,1.35792,1.37359,1.32576,1.32895,
2009-03-28 00:00:00,1.32975,1.3517,1.31131,1.34845,
2009-04-04 00:00:00,1.3494,1.35825,1.30925,1.31855,
2009-04-11 00:00:00,1.31833,1.33919,1.30178,1.30447,
2009-04-18 00:00:00,1.30446,1.3301,1.28854,1.3242,
2009-04-25 00:00:00,1.32402,1.33856,1.29649,1.32705,
2009-05-02 00:00:00,1.32775,1.36508,1.32125,1.36333,
2009-05-09 00:00:00,1.36346,1.37222,1.34614,1.34953,
2009-05-16 00:00:00,1.34925,1.40509,1.34236,1.39982,
2009-05-23 00:00:00,1.40034,1.41692,1.37928,1.4149,
2009-05-30 00:00:00,1.4147,1.43386,1.39327,1.39683,
2009-06-06 00:00:00,1.39706,1.41778,1.38058,1.40165,
2009-06-13 00:00:00,1.40105,1.40336,1.37482,1.39365,
2009-06-20 00:00:00,1.39385,1.41384,1.38268,1.4057,
2009-06-27 00:00:00,1.4059,1.42012,1.39284,1.39796,
2009-07-04 00:00:00,1.39756,1.40731,1.38328,1.39368,
2009-07-11 00:00:00,1.39341,1.41662,1.38979,1.41015,
2009-07-18 00:00:00,1.4099,1.42914,1.4096,1.42021,
2009-07-25 00:00:00,1.42082,1.43046,1.40078,1.42571,
2009-08-01 00:00:00,1.42708,1.44476,1.41544,1.41795,
2009-08-08 00:00:00,1.41838,1.43278,1.40874,1.4203,
2009-08-15 00:00:00,1.4195,1.43764,1.40456,1.4326,
2009-08-22 00:00:00,1.43288,1.44066,1.42072,1.43029,
2009-08-29 00:00:00,1.43134,1.43782,1.41778,1.42907,
2009-09-05 00:00:00,1.42942,1.46352,1.42926,1.45709,
2009-09-12 00:00:00,1.45783,1.47672,1.45162,1.47111,
2009-09-19 00:00:00,1.4705,1.48446,1.4612,1.46893,
2009-09-26 00:00:00,1.46986,1.47206,1.44808,1.45763,
2009-10-03 00:00:00,1.4581,1.48178,1.4581,1.47307,
2009-10-10 00:00:00,1.47272,1.49678,1.46768,1.49073,
2009-10-17 00:00:00,1.48997,1.50596,1.48285,1.50082,
2009-10-24 00:00:00,1.50027,1.50634,1.46834,1.47155,
2009-10-31 00:00:00,1.47258,1.4918,1.46268,1.48482,
2009-11-07 01:00:00,1.48452,1.50484,1.48214,1.49026,
2009-11-14 01:00:00,1.49026,1.50154,1.48014,1.48633,
2009-11-21 01:00:00,1.48638,1.5144,1.48286,1.49896,
2009-11-28 01:00:00,1.49874,1.51412,1.48218,1.48558,
2009-12-05 01:00:00,1.4853,1.49048,1.4586,1.46165,
2009-12-12 01:00:00,1.4618,1.46854,1.42612,1.43381,
2009-12-19 01:00:00,1.43361,1.44184,1.42173,1.4388,
2009-12-26 01:00:00,1.4358,1.44582,1.4274,1.4312,
2010-01-02 01:00:00,1.4312,1.44839,1.42576,1.44098,
2010-01-09 01:00:00,1.44078,1.45792,1.43368,1.43861,
2010-01-16 01:00:00,1.43821,1.44142,1.40292,1.41357,
2010-01-23 01:00:00,1.41326,1.41942,1.38623,1.38624,
2010-01-30 01:00:00,1.38664,1.40264,1.35858,1.3679,
2010-02-06 01:00:00,1.36915,1.38392,1.35318,1.36333,
2010-02-13 01:00:00,1.36283,1.37884,1.34438,1.3612,
2010-02-20 01:00:00,1.3616,1.3692,1.34522,1.36288,
2010-02-27 01:00:00,1.36328,1.37362,1.34346,1.36255,
2010-03-06 01:00:00,1.3625,1.37962,1.35378,1.37689,
2010-03-13 01:00:00,1.37657,1.38182,1.3503,1.35293,
2010-03-20 00:00:00,1.35225,1.35692,1.32666,1.34099,
2010-03-27 00:00:00,1.34077,1.35911,1.33848,1.34979,
2010-04-03 00:00:00,1.35028,1.35377,1.32826,1.34995,
2010-04-10 00:00:00,1.35005,1.3692,1.34726,1.35014,
2010-04-17 00:00:00,1.34922,1.35254,1.3202,1.33858,
2010-04-24 00:00:00,1.33758,1.34162,1.31144,1.329,
2010-05-01 00:00:00,1.32925,1.33591,1.25157,1.27574,
2010-05-08 00:00:00,1.27624,1.30942,1.23542,1.23628,
2010-05-15 00:00:00,1.2355,1.26727,1.21445,1.25714,
2010-05-22 00:00:00,1.25754,1.25862,1.21541,1.22731,
2010-05-29 00:00:00,1.22688,1.2354,1.19562,1.19678,
2010-06-05 00:00:00,1.19678,1.21524,1.18765,1.21118,
2010-06-12 00:00:00,1.21111,1.24164,1.21079,1.23875,
2010-06-19 00:00:00,1.23875,1.24849,1.22092,1.23694,
2010-06-26 00:00:00,1.23744,1.26112,1.21516,1.2566,
2010-07-03 00:00:00,1.2566,1.27222,1.24804,1.26402,
2010-07-10 00:00:00,1.2641,1.3007,1.25226,1.29344,
2010-07-17 00:00:00,1.2927,1.30284,1.2733,1.29031,
2010-07-24 00:00:00,1.29025,1.31064,1.28576,1.30516,
2010-07-31 00:00:00,1.30501,1.33352,1.30492,1.328,
2010-08-07 00:00:00,1.32823,1.33076,1.27504,1.27535,
2010-08-14 00:00:00,1.2754,1.29222,1.26634,1.27093,
2010-08-21 00:00:00,1.2709,1.27792,1.25878,1.27625,
2010-08-28 00:00:00,1.27617,1.28975,1.26258,1.28965,
2010-09-04 00:00:00,1.28951,1.29186,1.26444,1.268,
2010-09-11 00:00:00,1.2677,1.31586,1.26763,1.30518,
2010-09-18 00:00:00,1.30551,1.34952,1.30294,1.34922,
2010-09-25 00:00:00,1.34922,1.37924,1.33814,1.3791,
2010-10-02 00:00:00,1.3787,1.40294,1.36376,1.3941,
2010-10-09 00:00:00,1.3936,1.41592,1.37754,1.39772,
2010-10-16 00:00:00,1.39803,1.40503,1.36978,1.39559,
2010-10-23 00:00:00,1.39505,1.408,1.37342,1.39469,
2010-10-30 00:00:00,1.39429,1.42822,1.38644,1.40314,
2010-11-06 00:00:00,1.40354,1.40859,1.35739,1.36905,
2010-11-13 01:00:00,1.36925,1.37508,1.3447,1.36725,
2010-11-20 01:00:00,1.36725,1.37863,1.32011,1.32417,
2010-11-27 01:00:00,1.32422,1.34388,1.29691,1.34149,
2010-12-04 01:00:00,1.34174,1.34462,1.31648,1.32265,
2010-12-11 01:00:00,1.32251,1.34984,1.31336,1.31883,
2010-12-18 01:00:00,1.3185,1.32019,1.30556,1.31223,
2010-12-25 01:00:00,1.31275,1.34242,1.30726,1.33885,
2011-01-01 01:00:00,1.33846,1.3434,1.29057,1.29073,
2011-01-08 01:00:00,1.29093,1.34572,1.28607,1.33865,
2011-01-15 01:00:00,1.33887,1.36255,1.32446,1.36213,
2011-01-22 01:00:00,1.36183,1.37586,1.35408,1.36111,
2011-01-29 01:00:00,1.36111,1.38616,1.35438,1.35809,
2011-02-05 01:00:00,1.35809,1.37443,1.34977,1.35514,
2011-02-12 01:00:00,1.35514,1.37151,1.34291,1.36931,
