time,Open,High,Low,Close,Rejection
2008-03-08 01:00:00,102.623,103.592,98.902,99.087,
2008-03-15 00:00:00,98.992,100.446,95.74,99.579,
2008-03-22 00:00:00,99.48,101.04,98.562,99.24,
2008-03-29 00:00:00,99.162,102.946,98.832,101.473,
2008-04-05 00:00:00,101.58,102.861,100.027,101.013,
2008-04-12 00:00:00,101.013,104.652,100.308,103.682,
2008-04-19 00:00:00,103.72,104.825,102.68,104.427,
2008-04-26 00:00:00,104.398,105.702,103.217,105.394,
2008-05-03 00:00:00,105.382,105.623,102.612,102.859,
2008-05-10 00:00:00,102.835,105.442,102.573,104.054,
2008-05-17 00:00:00,104.156,104.694,102.736,103.387,
2008-05-24 00:00:00,103.281,105.87,103.141,105.517,
2008-05-31 00:00:00,105.503,106.432,103.875,104.931,
2008-06-07 00:00:00,104.921,108.394,104.425,108.207,
2008-06-14 00:00:00,108.19,108.591,107.129,107.334,
2008-06-21 00:00:00,107.3,108.41,105.868,106.118,
2008-06-28 00:00:00,106.138,106.935,104.987,106.805,
2008-07-05 00:00:00,106.765,107.755,105.655,106.275,
2008-07-12 00:00:00,106.133,107.095,103.777,106.961,
2008-07-19 00:00:00,106.931,107.983,106.06,107.838,
2008-07-26 00:00:00,107.826,108.375,107.279,107.685,
2008-08-02 00:00:00,107.715,110.367,107.455,110.167,
2008-08-09 00:00:00,110.185,110.663,108.37,110.52,
2008-08-16 00:00:00,110.51,110.575,108.131,110.065,
2008-08-23 00:00:00,110.061,110.293,108.433,108.812,
2008-08-30 00:00:00,108.615,109.182,105.532,107.742,
2008-09-06 00:00:00,107.77,109.078,106.057,107.945,
2008-09-13 00:00:00,107.845,108.048,103.55,107.472,
2008-09-20 00:00:00,107.472,107.472,105.037,106.01,
2008-09-27 00:00:00,106.01,106.97,103.495,105.32,
2008-10-04 00:00:00,105.43,105.43,97.899,100.67,
2008-10-11 00:00:00,100.67,103.062,99.265,101.677,
2008-10-18 00:00:00,101.573,102.418,90.903,94.305,
2008-10-25 00:00:00,94.305,99.705,91.945,98.487,
2008-11-01 00:00:00,98.487,100.559,96.757,98.24,
2008-11-08 01:00:00,98.245,99.487,94.482,97.07,
2008-11-15 01:00:00,97.067,97.554,93.561,95.96,
2008-11-22 01:00:00,95.96,97.432,94.595,95.525,
2008-11-29 01:00:00,95.525,95.663,91.577,92.795,
2008-12-06 01:00:00,92.795,93.918,88.17,91.187,
2008-12-13 01:00:00,91.192,91.97,87.126,89.31,
2008-12-20 01:00:00,89.279,90.994,89.085,90.795,
2008-12-27 01:00:00,90.642,92.436,89.758,91.828,
2009-01-03 01:00:00,92.14,94.637,90.156,90.398,
2009-01-10 01:00:00,90.348,90.913,88.48,90.74,
2009-01-17 01:00:00,90.74,91.305,87.104,88.778,
2009-01-24 01:00:00,88.705,90.772,88.263,89.932,
2009-01-31 01:00:00,89.936,92.254,88.594,91.892,
2009-02-07 01:00:00,91.892,92.417,89.706,91.858,
2009-02-14 01:00:00,91.927,94.47,91.148,93.342,
2009-02-21 01:00:00,93.342,98.72,92.761,97.59,
2009-02-28 01:00:00,97.537,99.688,96.574,98.251,
2009-03-07 01:00:00,98.305,99.2,95.67,97.963,
2009-03-14 00:00:00,97.963,98.978,93.556,95.945,
2009-03-21 00:00:00,95.938,98.874,95.455,97.863,
2009-03-28 00:00:00,97.929,100.372,95.949,100.314,
2009-04-04 00:00:00,100.227,101.45,99.312,100.25,
2009-04-11 00:00:00,100.365,100.735,98.143,99.161,
2009-04-18 00:00:00,99.157,99.41,96.636,97.168,
2009-04-25 00:00:00,97.102,99.585,95.628,99.142,
2009-05-02 00:00:00,99.162,99.767,97.926,98.462,
2009-05-09 00:00:00,98.468,98.846,94.736,95.208,
2009-05-16 00:00:00,95.246,96.709,93.858,94.778,
2009-05-23 00:00:00,94.778,97.243,94.428,95.342,
2009-05-30 00:00:00,95.342,98.89,94.448,98.66,
2009-06-06 00:00:00,98.66,98.868,97.1,98.414,
2009-06-13 00:00:00,98.331,98.574,95.523,96.273,
2009-06-20 00:00:00,96.357,96.572,94.874,95.192,
2009-06-27 00:00:00,95.182,96.987,95.111,96.04,
2009-07-04 00:00:00,96.057,96.244,91.78,92.574,
2009-07-11 00:00:00,92.533,94.457,91.733,94.189,
2009-07-18 00:00:00,94.213,95.298,93.094,94.799,
2009-07-25 00:00:00,94.847,95.89,94.018,94.684,
2009-08-01 00:00:00,94.781,97.78,94.362,97.565,
2009-08-08 00:00:00,97.565,97.751,94.429,94.937,
2009-08-15 00:00:00,94.801,95.29,93.43,94.385,
2009-08-22 00:00:00,94.385,95.066,93.222,93.59,
2009-08-29 00:00:00,93.55,93.557,91.948,93.007,
2009-09-05 00:00:00,93.009,93.295,90.22,90.723,
2009-09-12 00:00:00,90.657,91.643,90.128,91.291,
2009-09-19 00:00:00,91.324,92.534,89.519,89.66,
2009-09-26 00:00:00,89.655,90.403,88.22,89.803,
2009-10-03 00:00:00,89.8,89.982,88.013,89.743,
2009-10-10 00:00:00,89.727,91.32,88.829,90.884,
2009-10-17 00:00:00,90.912,92.12,90.079,92.055,
2009-10-24 00:00:00,92.045,92.328,89.922,90.091,
2009-10-31 00:00:00,90.01,91.325,89.168,89.888,
2009-11-07 01:00:00,89.869,90.614,89.292,89.634,
2009-11-14 01:00:00,89.634,89.743,88.644,88.888,
2009-11-21 01:00:00,88.919,89.192,84.826,86.546,
2009-11-28 01:00:00,86.596,90.781,85.87,90.56,
2009-12-05 01:00:00,90.489,90.512,87.37,89.072,
2009-12-12 01:00:00,89.072,90.912,88.322,90.483,
2009-12-19 01:00:00,90.443,91.872,90.172,91.373,
2009-12-26 01:00:00,91.397,93.144,91.392,93.047,
2010-01-02 01:00:00,92.943,93.773,91.258,92.664,
2010-01-09 01:00:00,92.677,92.677,90.608,90.773,
2010-01-16 01:00:00,90.773,91.874,89.79,89.83,
2010-01-23 01:00:00,89.881,90.922,89.138,90.273,
2010-01-30 01:00:00,90.158,91.28,88.554,89.244,
2010-02-06 01:00:00,89.244,90.422,89.122,89.93,
2010-02-13 01:00:00,89.98,92.142,89.709,91.519,
2010-02-20 01:00:00,91.53,91.904,88.746,88.946,
2010-02-27 01:00:00,88.891,90.591,88.14,90.225,
2010-03-06 01:00:00,90.305,91.086,89.634,90.56,
2010-03-13 01:00:00,90.636,90.961,89.76,90.563,
2010-03-20 00:00:00,90.542,92.954,89.824,92.52,
2010-03-27 00:00:00,92.541,94.694,92.065,94.61,
2010-04-03 00:00:00,94.61,94.787,92.834,93.185,
2010-04-10 00:00:00,93.181,93.726,91.906,92.176,
2010-04-17 00:00:00,92.133,94.331,91.596,93.973,
2010-04-24 00:00:00,94.025,94.582,92.82,93.835,
2010-05-01 00:00:00,93.834,94.986,88.01,91.594,
2010-05-08 00:00:00,91.525,93.642,91.425,92.46,
2010-05-15 00:00:00,92.48,92.964,88.968,90.015,
2010-05-22 00:00:00,90.015,91.41,89.264,91.066,
2010-05-29 00:00:00,91.046,92.884,90.54,91.989,
2010-06-05 00:00:00,91.968,92.096,90.84,91.652,
2010-06-12 00:00:00,91.655,92.114,90.448,90.713,
2010-06-19 00:00:00,90.663,91.478,89.222,89.225,
2010-06-26 00:00:00,89.225,89.47,86.97,87.751,
2010-07-03 00:00:00,87.832,88.704,87.025,88.6,
2010-07-10 00:00:00,88.588,89.154,86.268,86.586,
2010-07-17 00:00:00,86.535,87.573,86.346,87.488,
2010-07-24 00:00:00,87.45,88.116,85.942,86.469,
2010-07-31 00:00:00,86.455,86.882,85.026,85.521,
2010-08-07 00:00:00,85.518,86.378,84.734,86.202,
2010-08-14 00:00:00,86.203,86.24,84.898,85.632,
2010-08-21 00:00:00,85.584,85.731,83.593,85.233,
2010-08-28 00:00:00,85.23,85.904,83.664,84.299,
2010-09-04 00:00:00,84.321,84.494,83.33,84.109,
