time,Open,High,Low,Close,Rejection
2016-12-14 01:00:00,1.0632,1.067,1.04683,1.04864,
2016-12-15 01:00:00,1.04867,1.05231,1.03666,1.04237,
2016-12-16 01:00:00,1.04235,1.04744,1.04008,1.04513,
2016-12-18 01:00:00,1.0441,1.04668,1.04378,1.04556,
2016-12-19 01:00:00,1.04554,1.04795,1.03926,1.04027,
2016-12-20 01:00:00,1.0403,1.04182,1.03524,1.03906,
2016-12-21 01:00:00,1.03908,1.04512,1.03826,1.04352,
2016-12-22 01:00:00,1.04354,1.04994,1.04294,1.04368,
2016-12-23 01:00:00,1.04368,1.04694,1.04267,1.04554,
2016-12-26 01:00:00,1.0454,1.0457,1.04454,1.04456,
2016-12-27 01:00:00,1.04454,1.04674,1.04324,1.04644,
2016-12-28 01:00:00,1.04641,1.04798,1.03723,1.04259,
2016-12-29 01:00:00,1.04256,1.0657,1.0425,1.0552,
2016-12-30 01:00:00,1.05516,1.05915,1.0506,1.05198,
2017-01-02 01:00:00,1.04684,1.04712,1.04567,1.04662,
2017-01-03 01:00:00,1.04665,1.04902,1.03406,1.03946,
2017-01-04 01:00:00,1.03948,1.05406,1.03899,1.05406,
2017-01-05 01:00:00,1.05408,1.06153,1.04827,1.05903,
2017-01-06 01:00:00,1.05905,1.06224,1.05251,1.05323,
2017-01-08 01:00:00,1.05304,1.05362,1.05221,1.05352,
2017-01-09 01:00:00,1.05348,1.05995,1.0511,1.059,
2017-01-10 01:00:00,1.05902,1.06274,1.0551,1.05578,
2017-01-11 01:00:00,1.0558,1.0623,1.04539,1.05821,
2017-01-12 01:00:00,1.05818,1.06848,1.05761,1.06095,
2017-01-13 01:00:00,1.06098,1.06739,1.05962,1.06434,
2017-01-15 01:00:00,1.06051,1.06356,1.06051,1.0629,
2017-01-16 01:00:00,1.06292,1.06306,1.05794,1.06062,
2017-01-17 01:00:00,1.06064,1.07194,1.0601,1.07092,
2017-01-18 01:00:00,1.07095,1.07124,1.06223,1.06256,
2017-01-19 01:00:00,1.06258,1.06766,1.05895,1.06539,
2017-01-20 01:00:00,1.06536,1.07096,1.06252,1.07012,
2017-01-22 01:00:00,1.07014,1.07298,1.07014,1.0724,
2017-01-23 01:00:00,1.07238,1.07724,1.07064,1.07601,
2017-01-24 01:00:00,1.076,1.07751,1.07204,1.07312,
2017-01-25 01:00:00,1.0731,1.07698,1.07112,1.07628,
2017-01-26 01:00:00,1.07631,1.07656,1.06579,1.06828,
2017-01-27 01:00:00,1.0683,1.07251,1.06584,1.06981,
2017-01-29 01:00:00,1.07232,1.0727,1.0708,1.0723,
2017-01-30 01:00:00,1.07232,1.07404,1.06204,1.06973,
2017-01-31 01:00:00,1.06971,1.08124,1.06846,1.0796,
2017-02-01 01:00:00,1.07958,1.08074,1.0731,1.07826,
2017-02-02 01:00:00,1.0783,1.0829,1.07562,1.07611,
2017-02-03 01:00:00,1.07613,1.07976,1.07125,1.0785,
2017-02-05 01:00:00,1.07898,1.07914,1.07744,1.07844,
2017-02-06 01:00:00,1.07842,1.07887,1.07056,1.07308,
2017-02-07 01:00:00,1.07305,1.07358,1.06562,1.06781,
