time,Open,High,Low,Close,Rejection
2018-05-18 16:00:00,1.28915,1.29,1.28744,1.28794,
2018-05-18 20:00:00,1.28794,1.2888,1.28711,1.2888,
2018-05-20 20:00:00,1.28718,1.2884,1.28711,1.2878,
2018-05-21 00:00:00,1.28781,1.2891,1.2865,1.28685,
2018-05-21 04:00:00,1.2868,1.2886,1.28678,1.28724,
2018-05-21 08:00:00,1.28724,1.28787,1.2854,1.28686,
2018-05-21 12:00:00,1.28688,1.2882,1.2831,1.28362,
2018-05-21 16:00:00,1.28359,1.28374,1.27966,1.27996,
2018-05-21 20:00:00,1.2799,1.27994,1.27758,1.27774,
2018-05-22 00:00:00,1.27774,1.27825,1.27642,1.27808,
2018-05-22 04:00:00,1.27807,1.2785,1.27549,1.27576,
2018-05-22 08:00:00,1.27577,1.27794,1.27497,1.27654,
2018-05-22 12:00:00,1.27653,1.27888,1.27425,1.27757,
2018-05-22 16:00:00,1.27758,1.28231,1.27744,1.28179,
2018-05-22 20:00:00,1.28179,1.28256,1.28141,1.28175,
2018-05-23 00:00:00,1.28175,1.28586,1.28127,1.285,
2018-05-23 04:00:00,1.28498,1.28862,1.28454,1.28819,
2018-05-23 08:00:00,1.2882,1.29092,1.28701,1.29034,
2018-05-23 12:00:00,1.29032,1.2916,1.2854,1.28826,
2018-05-23 16:00:00,1.28824,1.28966,1.28254,1.28322,
2018-05-23 20:00:00,1.2832,1.28527,1.28266,1.28358,
2018-05-24 00:00:00,1.2836,1.28634,1.2836,1.2847,
2018-05-24 04:00:00,1.28468,1.28624,1.2837,1.28521,
2018-05-24 08:00:00,1.28522,1.28878,1.28462,1.28875,
2018-05-24 12:00:00,1.28875,1.2921,1.28758,1.29077,
2018-05-24 16:00:00,1.29076,1.2909,1.28713,1.28916,
2018-05-24 20:00:00,1.28916,1.28928,1.287,1.28862,
2018-05-25 00:00:00,1.2886,1.2909,1.28818,1.28998,
2018-05-25 04:00:00,1.28999,1.29229,1.28966,1.29144,
2018-05-25 08:00:00,1.29142,1.29572,1.289,1.29496,
2018-05-25 12:00:00,1.29496,1.29876,1.2948,1.29712,
2018-05-25 16:00:00,1.29712,1.29882,1.29613,1.29763,
2018-05-25 20:00:00,1.2977,1.29841,1.29678,1.29714,
2018-05-27 20:00:00,1.29694,1.29796,1.29606,1.29779,
2018-05-28 00:00:00,1.29778,1.29932,1.2974,1.29864,
2018-05-28 04:00:00,1.29864,1.29894,1.29724,1.29824,
2018-05-28 08:00:00,1.29826,1.29961,1.2979,1.29849,
2018-05-28 12:00:00,1.29848,1.3019,1.29739,1.30184,
2018-05-28 16:00:00,1.30184,1.30224,1.29892,1.29942,
2018-05-28 20:00:00,1.29942,1.30046,1.29906,1.29922,
2018-05-29 00:00:00,1.29922,1.30019,1.29678,1.29865,
2018-05-29 04:00:00,1.29864,1.30042,1.2978,1.30017,
2018-05-29 08:00:00,1.30015,1.30468,1.29956,1.30308,
2018-05-29 12:00:00,1.3031,1.30361,1.29937,1.30269,
2018-05-29 16:00:00,1.3027,1.30347,1.3014,1.30149,
2018-05-29 20:00:00,1.30143,1.30332,1.30113,1.30299,
2018-05-30 00:00:00,1.30298,1.30354,1.30128,1.30311,
2018-05-30 04:00:00,1.30318,1.30408,1.30112,1.30162,
2018-05-30 08:00:00,1.3016,1.30172,1.29708,1.29715,
2018-05-30 12:00:00,1.29716,1.30192,1.2837,1.28437,
2018-05-30 16:00:00,1.28438,1.28938,1.28359,1.28753,
2018-05-30 20:00:00,1.28752,1.2895,1.28734,1.28946,
2018-05-31 00:00:00,1.28946,1.28946,1.28677,1.2873,
2018-05-31 04:00:00,1.2873,1.2876,1.28452,1.28484,
2018-05-31 08:00:00,1.28484,1.28588,1.28188,1.28478,
2018-05-31 12:00:00,1.28476,1.2991,1.28476,1.29708,
2018-05-31 16:00:00,1.29708,1.29888,1.29424,1.29676,
2018-05-31 20:00:00,1.29676,1.2969,1.29404,1.2944,
2018-06-01 00:00:00,1.29433,1.296,1.29366,1.2954,
2018-06-01 04:00:00,1.2954,1.29668,1.29315,1.2949,
2018-06-01 08:00:00,1.29494,1.29676,1.29376,1.29648,
2018-06-01 12:00:00,1.29646,1.30084,1.29414,1.29492,
2018-06-01 16:00:00,1.29492,1.2979,1.29452,1.29602,
2018-06-01 20:00:00,1.29604,1.29714,1.29505,1.29509,
2018-06-03 20:00:00,1.29531,1.29652,1.29518,1.29562,
2018-06-04 00:00:00,1.29562,1.29604,1.293,1.29337,
2018-06-04 04:00:00,1.29338,1.29426,1.29098,1.2922,
2018-06-04 08:00:00,1.29218,1.29281,1.29048,1.29127,
2018-06-04 12:00:00,1.29128,1.29428,1.29005,1.2923,
2018-06-04 16:00:00,1.29231,1.29459,1.29223,1.29332,
2018-06-04 20:00:00,1.29332,1.29381,1.29212,1.29239,
2018-06-05 00:00:00,1.29234,1.29361,1.29196,1.29333,
2018-06-05 04:00:00,1.29334,1.29374,1.29142,1.29224,
2018-06-05 08:00:00,1.29224,1.29872,1.29146,1.29857,
2018-06-05 12:00:00,1.29856,1.30674,1.29464,1.30092,
2018-06-05 16:00:00,1.30092,1.30116,1.29672,1.29771,
2018-06-05 20:00:00,1.29772,1.29792,1.29287,1.29422,
2018-06-06 00:00:00,1.29424,1.29525,1.29322,1.29347,
