time,Open,High,Low,Close,Rejection
2016-12-14 01:00:00,1.31366,1.33187,1.30807,1.33148,
2016-12-15 01:00:00,1.33148,1.34178,1.32744,1.33358,
2016-12-16 01:00:00,1.33362,1.33924,1.33186,1.33393,
2016-12-18 01:00:00,1.33393,1.33482,1.33282,1.33368,
2016-12-19 01:00:00,1.33369,1.34229,1.33178,1.3399,
2016-12-20 01:00:00,1.3399,1.34342,1.33602,1.33742,
2016-12-21 01:00:00,1.33738,1.34476,1.33582,1.34287,
2016-12-22 01:00:00,1.34288,1.35204,1.34172,1.34892,
2016-12-23 01:00:00,1.3489,1.35572,1.34802,1.35369,
2016-12-26 01:00:00,1.35222,1.35326,1.35165,1.35325,
2016-12-27 01:00:00,1.3532,1.358,1.35174,1.35744,
2016-12-28 01:00:00,1.35748,1.35984,1.35392,1.35528,
2016-12-29 01:00:00,1.35532,1.35584,1.34682,1.3469,
2016-12-30 01:00:00,1.3469,1.3497,1.34013,1.34423,
2017-01-02 01:00:00,1.34458,1.34511,1.34322,1.34402,
2017-01-03 01:00:00,1.34402,1.34612,1.33987,1.34416,
2017-01-04 01:00:00,1.34416,1.34572,1.3276,1.32766,
2017-01-05 01:00:00,1.32766,1.33132,1.31914,1.32383,
2017-01-06 01:00:00,1.32382,1.32684,1.31777,1.32383,
2017-01-08 01:00:00,1.32489,1.32554,1.32328,1.3235,
2017-01-09 01:00:00,1.32355,1.32772,1.31971,1.32235,
2017-01-10 01:00:00,1.32236,1.32573,1.31921,1.3247,
2017-01-11 01:00:00,1.32469,1.32946,1.31194,1.31656,
2017-01-12 01:00:00,1.31656,1.3171,1.30295,1.31519,
2017-01-13 01:00:00,1.31519,1.3168,1.3113,1.3117,
2017-01-15 01:00:00,1.31365,1.31396,1.31192,1.3131,
2017-01-16 01:00:00,1.3131,1.31887,1.31252,1.31844,
2017-01-17 01:00:00,1.31844,1.31899,1.30192,1.3058,
2017-01-18 01:00:00,1.3058,1.32723,1.30492,1.32646,
2017-01-19 01:00:00,1.32644,1.33537,1.32534,1.33261,
2017-01-20 01:00:00,1.33261,1.33878,1.32842,1.33218,
2017-01-22 01:00:00,1.33208,1.33295,1.32983,1.33012,
2017-01-23 01:00:00,1.33012,1.33348,1.32206,1.3225,
2017-01-24 01:00:00,1.32251,1.32991,1.31064,1.31454,
2017-01-25 01:00:00,1.31458,1.31602,1.30535,1.30558,
2017-01-26 01:00:00,1.30553,1.31308,1.30551,1.31004,
2017-01-27 01:00:00,1.31,1.31552,1.30896,1.31515,
2017-01-29 01:00:00,1.3137,1.3142,1.31246,1.3136,
2017-01-30 01:00:00,1.3136,1.3169,1.30766,1.3103,
2017-01-31 01:00:00,1.31026,1.31234,1.29689,1.30638,
