Date,Open,High,Low,Close,Volume
"Jun 12, 2018 21:00",1.17443,1.18012,1.17254,1.17924,
"Jun 11, 2018 21:00",1.17813,1.1809,1.17331,1.17444,
"Jun 10, 2018 21:00",1.17736,1.18203,1.17708,1.17851,
"Jun 09, 2018 21:00",1.17739,1.17861,1.17709,1.17845,
"Jun 07, 2018 21:00",1.17977,1.18104,1.17271,1.17706,
"Jun 06, 2018 21:00",1.17733,1.18399,1.17725,1.17979,
"Jun 05, 2018 21:00",1.17163,1.17957,1.17104,1.17745,
"Jun 04, 2018 21:00",1.16971,1.17322,1.16525,1.17178,
"Jun 03, 2018 21:00",1.16558,1.17445,1.16558,1.16956,
"Jun 02, 2018 21:00",1.16559,1.16691,1.16559,1.16673,
"May 31, 2018 21:00",1.169,1.17181,1.1617,1.16603,
"May 30, 2018 21:00",1.16621,1.17242,1.1641,1.16926,
"May 29, 2018 21:00",1.1538,1.16709,1.15184,1.16649,
"May 28, 2018 21:00",1.16231,1.16397,1.15097,1.15375,
"May 27, 2018 21:00",1.16845,1.17285,1.16075,1.16243,
"May 26, 2018 21:00",1.16844,1.16924,1.16756,1.16858,
"May 24, 2018 21:00",1.17192,1.17337,1.16458,1.16516,
"May 23, 2018 21:00",1.16945,1.175,1.16905,1.17197,
"May 22, 2018 21:00",1.17775,1.17897,1.1676,1.16967,
"May 21, 2018 21:00",1.17911,1.183,1.1757,1.17782,
"May 20, 2018 21:00",1.17674,1.17974,1.17165,1.17902,
"May 19, 2018 21:00",1.17675,1.17749,1.17601,1.17651,
"May 17, 2018 21:00",1.17927,1.18222,1.17498,1.17695,
"May 16, 2018 21:00",1.18063,1.18377,1.17765,1.17945,
"May 15, 2018 21:00",1.18371,1.18541,1.17631,1.18078,
"May 14, 2018 21:00",1.19262,1.19387,1.18204,1.18375,
"May 13, 2018 21:00",1.19405,1.19959,1.19261,1.19265,
"May 12, 2018 21:00",1.19406,1.19556,1.19396,1.19523,
"May 10, 2018 21:00",1.19149,1.19681,1.18914,1.19401,
"May 09, 2018 21:00",1.18498,1.19466,1.18428,1.19157,
"May 08, 2018 21:00",1.18642,1.18969,1.18225,1.1851,
"May 07, 2018 21:00",1.19334,1.1939,1.18379,1.1867,
"May 06, 2018 21:00",1.19544,1.19782,1.18975,1.19333,
"May 05, 2018 21:00",1.1957,1.19643,1.19544,1.19544,
"May 03, 2018 21:00",1.19876,1.19952,1.19106,1.19631,
"May 02, 2018 21:00",1.195,1.20086,1.19476,1.19882,
"May 01, 2018 21:00",1.19921,1.20316,1.19379,1.19498,
"Apr 30, 2018 21:00",1.2077,1.20844,1.19813,1.19922,
"Apr 29, 2018 21:00",1.21232,1.21388,1.20643,1.20803,
"Apr 28, 2018 21:00",1.21234,1.21302,1.21188,1.21227,
"Apr 26, 2018 21:00",1.21029,1.21332,1.20556,1.21295,
"Apr 25, 2018 21:00",1.21602,1.22101,1.20965,1.21029,
"Apr 24, 2018 21:00",1.2232,1.22388,1.21608,1.21611,
"Apr 23, 2018 21:00",1.22076,1.22448,1.21816,1.22328,
"Apr 22, 2018 21:00",1.22734,1.22895,1.21977,1.22076,
"Apr 21, 2018 21:00",1.22735,1.22882,1.22725,1.22737,
"Apr 19, 2018 21:00",1.23448,1.23527,1.22496,1.22895,
"Apr 18, 2018 21:00",1.23731,1.24002,1.23289,1.2345,
"Apr 17, 2018 21:00",1.2369,1.23972,1.23415,1.23751,
"Apr 16, 2018 21:00",1.2379,1.2414,1.23362,1.23695,
"Apr 15, 2018 21:00",1.23322,1.23946,1.23234,1.23793,
"Apr 14, 2018 21:00",1.23252,1.2327,1.23248,1.23268,
"Apr 12, 2018 21:00",1.23254,1.23457,1.23068,1.23298,
"Apr 11, 2018 21:00",1.23665,1.23799,1.22994,1.23258,
"Apr 10, 2018 21:00",1.2355,1.23959,1.2347,1.23672,
"Apr 09, 2018 21:00",1.23199,1.23776,1.23027,1.23549,
"Apr 08, 2018 21:00",1.22854,1.23309,1.22603,1.23209,
"Apr 07, 2018 21:00",1.22851,1.22851,1.22654,1.22708,
"Apr 05, 2018 21:00",1.2239,1.2291,1.22151,1.22811,
"Apr 04, 2018 21:00",1.22768,1.22904,1.22184,1.22395,
"Apr 03, 2018 21:00",1.2269,1.23146,1.22568,1.22783,
"Apr 02, 2018 21:00",1.23004,1.23362,1.22536,1.2269,
"Apr 01, 2018 21:00",1.23207,1.23452,1.22816,1.2302,
"Mar 31, 2018 21:00",1.23207,1.23229,1.23124,1.23125,
"Mar 29, 2018 21:00",1.22993,1.23306,1.22895,1.23265,
"Mar 28, 2018 21:00",1.23067,1.23358,1.22839,1.23006,
"Mar 27, 2018 21:00",1.24014,1.24215,1.22999,1.23082,
"Mar 26, 2018 21:00",1.24428,1.24767,1.23724,1.24024,
"Mar 25, 2018 21:00",1.23471,1.24617,1.23471,1.24487,
"Mar 24, 2018 21:00",1.2347,1.23675,1.23469,1.23544,
"Mar 22, 2018 21:00",1.23012,1.23734,1.22972,1.23538,
"Mar 21, 2018 21:00",1.23371,1.23887,1.22855,1.23006,
"Mar 20, 2018 21:00",1.22413,1.23502,1.22405,1.23388,
"Mar 19, 2018 21:00",1.2334,1.23548,1.22396,1.22408,
"Mar 18, 2018 21:00",1.22804,1.23587,1.22579,1.23344,
"Mar 17, 2018 21:00",1.22802,1.2292,1.22797,1.22807,
"Mar 15, 2018 21:00",1.23034,1.23362,1.22599,1.2288,
"Mar 14, 2018 21:00",1.23658,1.23835,1.23,1.23041,
"Mar 13, 2018 21:00",1.23891,1.24127,1.23472,1.23676,
"Mar 12, 2018 21:00",1.23321,1.24075,1.23144,1.23907,
"Mar 11, 2018 21:00",1.23094,1.23455,1.22903,1.23352,
"Mar 08, 2018 21:00",1.23098,1.23341,1.22729,1.23049,
"Mar 07, 2018 21:00",1.24101,1.24463,1.22979,1.23117,
"Mar 06, 2018 21:00",1.24035,1.24448,1.2385,1.2411,
"Mar 05, 2018 21:00",1.23349,1.24203,1.23281,1.24051,
"Mar 04, 2018 21:00",1.23259,1.23642,1.22687,1.2336,
"Mar 01, 2018 21:00",1.22649,1.2336,1.22514,1.23218,
