Date,Open,High,Low,Close,Volume
"Aug 12, 2018 21:00",1.13946,1.13998,1.13693,1.13792,
"Aug 11, 2018 21:00",1.1372,1.14117,1.13718,1.13947,
"Aug 09, 2018 21:00",1.15243,1.15366,1.13878,1.14085,
"Aug 08, 2018 21:00",1.16093,1.16195,1.15163,1.15241,
"Aug 07, 2018 21:00",1.15979,1.16284,1.15733,1.16093,
"Aug 06, 2018 21:00",1.15535,1.16085,1.15492,1.15987,
"Aug 05, 2018 21:00",1.15663,1.15702,1.15297,1.15524,
"Aug 04, 2018 21:00",1.15666,1.15706,1.15598,1.15619,
"Aug 02, 2018 21:00",1.15841,1.16108,1.15603,1.15662,
"Aug 01, 2018 21:00",1.16587,1.16676,1.15818,1.15848,
"Jul 31, 2018 21:00",1.16899,1.16995,1.1657,1.16601,
"Jul 30, 2018 21:00",1.17035,1.17462,1.16832,1.16902,
"Jul 29, 2018 21:00",1.16565,1.17189,1.16481,1.17055,
"Jul 28, 2018 21:00",1.16561,1.16606,1.16521,1.16587,
"Jul 26, 2018 21:00",1.16424,1.16643,1.16202,1.16566,
"Jul 25, 2018 21:00",1.17274,1.17436,1.164,1.16427,
"Jul 24, 2018 21:00",1.16822,1.17387,1.1664,1.17284,
"Jul 23, 2018 21:00",1.16911,1.17171,1.16548,1.16818,
"Jul 22, 2018 21:00",1.17248,1.17509,1.16836,1.16913,
"Jul 21, 2018 21:00",1.1725,1.17456,1.17225,1.17404,
"Jul 19, 2018 21:00",1.16407,1.1739,1.16264,1.1721,
"Jul 18, 2018 21:00",1.16377,1.16782,1.15747,1.16419,
"Jul 17, 2018 21:00",1.16594,1.1665,1.1602,1.16397,
"Jul 16, 2018 21:00",1.17099,1.17445,1.16491,1.16609,
"Jul 15, 2018 21:00",1.16897,1.17253,1.16756,1.1711,
"Jul 14, 2018 21:00",1.16898,1.16912,1.16767,1.16786,
"Jul 12, 2018 21:00",1.16699,1.16867,1.1613,1.1686,
"Jul 11, 2018 21:00",1.16716,1.16957,1.16497,1.16702,
"Jul 10, 2018 21:00",1.17284,1.17572,1.16651,1.16748,
"Jul 09, 2018 21:00",1.17494,1.17629,1.16902,1.1728,
"Jul 08, 2018 21:00",1.17388,1.17908,1.17327,1.175,
"Jul 07, 2018 21:00",1.17384,1.17544,1.1736,1.17465,
"Jul 05, 2018 21:00",1.16895,1.17679,1.16801,1.17417,
"Jul 04, 2018 21:00",1.16554,1.17202,1.165,1.1692,
"Jul 03, 2018 21:00",1.16547,1.1682,1.16308,1.16566,
"Jul 02, 2018 21:00",1.16386,1.16731,1.16204,1.16586,
"Jul 01, 2018 21:00",1.16657,1.16882,1.15911,1.16386,
"Jun 30, 2018 21:00",1.16657,1.16884,1.16616,1.16778,
"Jun 28, 2018 21:00",1.15669,1.16903,1.1558,1.16826,
"Jun 27, 2018 21:00",1.15517,1.16008,1.15272,1.15686,
"Jun 26, 2018 21:00",1.1646,1.16724,1.15407,1.15545,
"Jun 25, 2018 21:00",1.17021,1.17201,1.16345,1.16479,
"Jun 24, 2018 21:00",1.1662,1.1713,1.16285,1.17033,
"Jun 23, 2018 21:00",1.1662,1.1673,1.16576,1.16604,
"Jun 21, 2018 21:00",1.15973,1.16748,1.15972,1.16567,
"Jun 20, 2018 21:00",1.15691,1.16334,1.15081,1.16026,
"Jun 19, 2018 21:00",1.15872,1.16,1.15367,1.15749,
"Jun 18, 2018 21:00",1.1622,1.16445,1.15305,1.15897,
"Jun 17, 2018 21:00",1.15862,1.16243,1.15654,1.16226,
"Jun 16, 2018 21:00",1.15862,1.16021,1.1585,1.15929,
"Jun 14, 2018 21:00",1.1565,1.1627,1.15432,1.16067,
"Jun 13, 2018 21:00",1.17904,1.18514,1.15626,1.15657,
